StudentID,Age,Gender,AttendancePercentage,StudyHoursPerWeek,AssignmentCompletionRate,PreviousExamScore,ParticipationScore,ExtracurricularActivities,InternetAccessAtHome,ParentEducationLevel,FinalExamScore
428,20,Female,66,9,100,99,10,No,Yes,Graduate,99.47
429,23,Male,53,21,93,51,8,No,No,Graduate,81.05
430,21,Male,97,13,80,95,2,No,Yes,Graduate,100.0
431,21,Female,96,25,83,49,6,No,Yes,Graduate,100.0
432,23,Male,74,21,70,85,9,No,No,High School,100.0
433,17,Female,70,26,83,61,1,Yes,Yes,Postgraduate,93.49
434,19,Female,86,8,86,95,6,No,Yes,Graduate,94.16
435,18,Male,87,16,41,92,8,No,Yes,Graduate,96.3
436,17,Female,98,13,71,65,10,No,Yes,High School,91.03
437,18,Female,50,13,57,46,2,No,Yes,High School,59.21
438,23,Female,74,17,52,80,5,Yes,No,High School,87.17
439,22,Female,100,23,85,65,6,Yes,Yes,Graduate,99.74
440,18,Male,85,20,44,66,5,Yes,Yes,Postgraduate,93.18
441,19,Male,66,5,97,66,3,Yes,Yes,Graduate,65.76
442,22,Female,90,22,81,87,4,Yes,Yes,Graduate,100.0
443,18,Male,73,21,83,95,7,No,Yes,Graduate,100.0
444,23,Female,51,28,49,80,4,Yes,Yes,High School,89.24
445,22,Female,89,17,95,41,9,Yes,Yes,Graduate,99.12
446,23,Female,64,28,82,38,10,No,Yes,Graduate,96.37
447,18,Female,81,9,64,86,2,No,Yes,High School,75.75
448,23,Female,88,2,73,65,5,Yes,Yes,High School,74.63
449,19,Male,55,25,76,70,8,Yes,Yes,Graduate,98.62
450,18,Female,50,26,69,88,5,No,Yes,High School,100.0
451,18,Male,96,18,46,88,10,Yes,No,Postgraduate,100.0
452,18,Male,72,9,45,51,8,No,Yes,Graduate,69.42
453,17,Female,88,6,93,64,8,No,Yes,High School,78.18
454,17,Female,66,11,94,56,9,Yes,Yes,High School,85.15
455,17,Female,83,25,42,77,10,Yes,Yes,Postgraduate,100.0
456,19,Female,90,29,52,61,6,Yes,Yes,Graduate,100.0
457,22,Female,78,6,42,71,4,No,Yes,Graduate,65.49
458,23,Male,58,6,65,80,3,No,Yes,High School,61.99
459,21,Female,62,13,96,69,5,Yes,No,Postgraduate,89.86
460,18,Female,55,11,63,38,6,Yes,No,Graduate,59.65
461,23,Male,55,14,92,60,3,Yes,Yes,Graduate,85.54
462,18,Male,69,2,45,53,2,No,Yes,Postgraduate,57.75
463,19,Female,52,8,82,79,7,No,No,High School,75.05
464,18,Male,66,3,99,60,5,No,Yes,Graduate,69.15
465,17,Female,98,23,97,56,9,Yes,Yes,High School,100.0
466,21,Male,61,21,88,92,3,No,Yes,Graduate,91.68
467,20,Male,97,3,81,97,8,No,Yes,High School,87.21
468,18,Female,96,1,51,62,6,Yes,Yes,Postgraduate,73.17
469,23,Male,94,24,88,99,4,No,No,High School,100.0
470,17,Male,50,19,75,78,9,Yes,No,Graduate,95.83
471,20,Male,66,18,41,77,5,No,Yes,Postgraduate,81.58
472,21,Male,52,17,50,71,10,Yes,Yes,Postgraduate,100.0
473,20,Male,75,20,78,51,6,Yes,Yes,Graduate,89.43
474,17,Male,64,29,73,74,9,No,Yes,Graduate,100.0
475,22,Female,85,24,65,72,7,Yes,Yes,High School,100.0
476,22,Female,81,13,57,95,5,No,Yes,High School,85.31
477,20,Male,81,3,60,43,2,Yes,Yes,Graduate,52.34
478,19,Female,53,30,75,95,4,Yes,Yes,High School,100.0
479,23,Female,67,1,79,50,2,Yes,No,High School,53.28
480,23,Female,98,4,91,36,3,No,No,High School,65.41
481,20,Male,68,25,85,77,10,Yes,Yes,Graduate,100.0
482,18,Female,92,13,83,76,3,Yes,Yes,Graduate,90.85
483,18,Male,84,17,61,91,4,No,Yes,High School,94.07
484,23,Female,89,28,92,64,6,Yes,Yes,High School,100.0
485,23,Male,63,30,98,47,3,Yes,No,Graduate,91.6
486,22,Male,82,11,69,53,10,Yes,Yes,Graduate,94.96
487,19,Female,63,2,89,41,1,Yes,Yes,Graduate,59.04
488,17,Female,83,25,82,43,1,No,Yes,Postgraduate,86.71
489,18,Male,53,16,100,88,9,Yes,Yes,High School,100.0
490,23,Female,73,2,99,95,9,Yes,Yes,High School,95.75
491,22,Female,78,29,69,36,5,No,Yes,High School,93.52
492,21,Female,68,19,47,84,9,Yes,Yes,Graduate,94.49
493,22,Male,55,23,73,65,7,Yes,Yes,Graduate,96.63
494,18,Male,82,19,96,67,9,No,Yes,High School,100.0
495,18,Female,98,25,86,45,7,No,Yes,Graduate,100.0
496,22,Female,89,16,48,67,9,No,No,Graduate,87.37
497,17,Female,68,22,90,41,2,No,Yes,Postgraduate,84.15
498,20,Male,50,19,59,65,8,Yes,Yes,Graduate,90.45
499,18,Male,54,9,79,82,7,No,Yes,Graduate,77.88
500,22,Female,76,1,64,81,6,Yes,Yes,Graduate,75.11
501,23,Female,65,10,58,87,5,No,Yes,Postgraduate,76.16
502,22,Female,55,19,44,53,4,Yes,Yes,Postgraduate,78.31
503,19,Female,89,1,50,40,7,No,Yes,Graduate,55.81
504,20,Female,62,2,54,83,3,No,Yes,Graduate,65.5
505,21,Female,97,16,47,84,8,Yes,Yes,Graduate,98.85
506,17,Male,84,12,58,46,2,No,Yes,Graduate,65.27
507,21,Female,68,8,62,57,1,No,No,Graduate,67.32
508,20,Male,61,23,66,88,2,No,Yes,High School,90.15
509,20,Female,65,18,79,93,9,Yes,Yes,Postgraduate,100.0
510,20,Female,92,2,71,70,5,No,No,Graduate,73.73
511,21,Male,59,25,65,37,8,No,Yes,Postgraduate,94.83
512,23,Male,74,29,66,92,3,Yes,Yes,Graduate,100.0
513,20,Male,69,13,58,89,7,Yes,Yes,Graduate,89.68
514,22,Male,80,6,89,91,2,No,No,High School,76.94
515,21,Female,53,21,81,51,8,Yes,Yes,Graduate,98.92
516,20,Male,93,26,68,73,7,Yes,No,Graduate,100.0
517,22,Female,72,6,78,89,5,Yes,Yes,High School,76.19
518,23,Male,51,9,99,79,4,No,Yes,Postgraduate,85.44
519,19,Female,71,16,80,35,1,No,Yes,High School,65.97
520,23,Female,100,11,72,55,5,Yes,Yes,Graduate,81.09
521,20,Female,86,7,58,55,9,No,Yes,High School,74.58
522,21,Female,57,10,76,86,10,Yes,Yes,Postgraduate,94.34
523,18,Female,56,10,58,77,4,No,Yes,High School,76.37
524,20,Female,63,30,72,86,9,Yes,Yes,Graduate,100.0
525,18,Male,52,25,86,78,2,No,Yes,High School,92.1
526,22,Female,99,20,55,66,4,Yes,Yes,Graduate,89.92
527,19,Male,65,18,62,44,9,No,Yes,Postgraduate,94.08
528,17,Male,68,28,46,98,4,No,Yes,High School,100.0
529,23,Female,100,24,65,62,5,Yes,Yes,Graduate,89.79
530,19,Male,67,20,71,87,8,No,No,High School,100.0
531,20,Female,65,29,51,85,1,No,Yes,Graduate,92.43
532,18,Male,57,9,47,87,1,No,Yes,Graduate,67.23
533,23,Female,82,15,44,38,9,No,Yes,Graduate,83.47
534,18,Male,98,4,81,51,9,No,Yes,Graduate,80.89
535,21,Female,61,8,67,81,4,No,Yes,Graduate,84.11
536,18,Female,60,9,92,90,2,No,Yes,High School,79.23
537,21,Female,54,13,44,57,9,No,No,Graduate,72.82
538,22,Female,76,9,88,52,4,Yes,Yes,High School,65.73
539,23,Male,61,26,65,35,6,No,Yes,Graduate,81.06
540,23,Female,66,4,44,69,1,Yes,Yes,Postgraduate,61.34
541,17,Male,55,17,61,98,9,No,Yes,High School,100.0
542,20,Male,82,16,54,92,5,Yes,Yes,High School,91.3
543,21,Male,54,15,52,93,3,No,Yes,High School,87.96
544,17,Female,77,3,67,35,4,Yes,Yes,Postgraduate,56.91
545,18,Male,63,25,72,37,1,Yes,Yes,Postgraduate,78.09
546,18,Male,54,20,82,71,9,No,Yes,High School,100.0
547,17,Male,82,5,62,63,8,Yes,Yes,Graduate,76.87
548,23,Female,99,23,72,67,4,No,Yes,High School,100.0
549,18,Female,97,5,82,95,2,No,Yes,Graduate,78.92
550,22,Male,90,20,57,38,9,Yes,Yes,Graduate,88.07
551,22,Female,68,15,89,48,4,No,Yes,Graduate,81.41
552,17,Female,71,18,92,67,9,Yes,Yes,Postgraduate,100.0
553,21,Male,54,15,69,56,10,Yes,Yes,Graduate,87.83
554,21,Male,51,2,65,82,3,No,No,High School,62.27
555,17,Female,79,29,55,37,7,No,Yes,Graduate,91.29
556,21,Male,96,13,52,57,7,No,Yes,Graduate,80.34
557,23,Female,88,4,78,55,10,No,Yes,Postgraduate,78.21
558,23,Female,53,10,72,77,4,No,Yes,High School,81.2
559,21,Female,82,13,65,60,2,Yes,Yes,Graduate,85.18
560,22,Female,62,10,87,75,9,Yes,Yes,Graduate,94.7
561,21,Female,69,29,40,72,4,No,Yes,Graduate,92.64
562,23,Female,56,9,88,45,8,No,Yes,High School,72.46
563,19,Male,64,8,77,63,2,No,Yes,Postgraduate,75.01
564,20,Male,72,3,41,94,8,Yes,Yes,High School,85.26
565,18,Female,63,16,88,99,10,Yes,Yes,High School,100.0
566,19,Female,72,14,45,95,5,Yes,No,Postgraduate,96.82
567,21,Female,68,9,85,53,7,No,Yes,High School,79.03
568,22,Male,78,30,89,80,7,No,Yes,High School,100.0
569,17,Female,69,21,77,83,9,Yes,Yes,Graduate,100.0
570,21,Male,78,11,81,56,3,No,No,High School,68.5
571,22,Female,73,3,63,91,10,No,No,Postgraduate,86.79
572,20,Female,67,5,57,48,4,Yes,Yes,Graduate,60.26
573,21,Male,59,29,66,78,10,Yes,Yes,Graduate,100.0
574,23,Male,90,10,80,50,4,No,Yes,High School,71.45
575,17,Female,57,13,47,46,10,Yes,Yes,High School,79.84
576,22,Female,75,4,67,89,5,No,No,Graduate,77.11
577,22,Female,78,24,49,85,6,Yes,Yes,Graduate,100.0
578,22,Male,59,13,56,73,3,Yes,Yes,Graduate,73.61
579,20,Male,66,12,94,67,4,No,Yes,High School,90.13
580,21,Male,51,5,68,67,3,No,Yes,Graduate,62.14
581,20,Male,55,10,97,63,2,Yes,Yes,High School,77.83
582,18,Male,54,28,45,65,10,No,Yes,Graduate,100.0
583,18,Male,77,24,53,65,9,Yes,Yes,Graduate,100.0
584,21,Female,90,9,61,80,1,No,No,High School,71.54
585,23,Female,54,20,93,86,2,Yes,Yes,Graduate,96.04
586,20,Male,67,7,45,44,8,Yes,Yes,High School,64.85
587,17,Female,75,2,65,75,7,Yes,Yes,Graduate,73.83
588,22,Female,69,22,78,37,1,No,Yes,Graduate,77.13
589,22,Male,90,24,51,93,5,Yes,Yes,High School,100.0
590,21,Female,98,28,74,86,10,Yes,Yes,Postgraduate,100.0
591,23,Male,76,23,53,68,6,Yes,Yes,Graduate,91.51
592,18,Male,98,7,61,83,5,Yes,Yes,Postgraduate,91.0
593,18,Female,61,8,90,62,4,No,Yes,High School,61.91
594,22,Male,56,7,62,47,1,No,Yes,Postgraduate,56.15
595,21,Male,52,21,87,95,7,Yes,Yes,High School,100.0
596,20,Male,59,23,46,94,9,Yes,No,Graduate,100.0
597,18,Male,83,29,79,58,6,No,Yes,Postgraduate,100.0
598,20,Male,74,14,89,97,3,Yes,Yes,High School,92.84
599,23,Male,84,26,64,95,10,No,Yes,High School,100.0
600,18,Male,65,19,52,57,4,Yes,Yes,Graduate,77.57
601,18,Male,51,5,60,64,10,No,Yes,Graduate,73.51
602,19,Female,73,23,80,94,5,Yes,Yes,Graduate,100.0
603,18,Female,59,25,49,52,1,No,Yes,High School,76.95
604,17,Female,87,18,92,90,5,No,Yes,Graduate,99.53
605,21,Male,71,20,94,87,1,No,No,High School,89.42
606,21,Male,75,12,98,41,9,Yes,Yes,Postgraduate,82.39
607,20,Female,92,23,48,86,7,No,Yes,Graduate,100.0
608,23,Female,88,17,54,38,3,No,Yes,Graduate,70.95
609,18,Female,76,13,91,68,9,Yes,Yes,High School,100.0
610,17,Male,78,2,41,67,2,Yes,No,Postgraduate,63.41
611,20,Female,96,25,64,72,7,Yes,Yes,Graduate,100.0
612,19,Female,87,13,52,60,9,Yes,Yes,Postgraduate,86.93
613,20,Male,69,26,73,35,6,No,Yes,High School,89.16
614,20,Female,76,7,90,38,10,Yes,Yes,Graduate,90.88
615,18,Male,90,28,97,73,5,Yes,Yes,Graduate,100.0
616,19,Male,69,10,73,88,7,Yes,Yes,High School,84.14
617,20,Male,93,23,74,67,6,Yes,No,Graduate,100.0
618,17,Female,68,6,77,67,5,Yes,Yes,High School,80.29
619,17,Female,69,3,42,54,2,Yes,Yes,High School,46.99
620,21,Male,84,26,81,50,8,Yes,Yes,High School,100.0
621,19,Female,96,3,95,55,7,No,Yes,Graduate,75.54
622,19,Female,51,18,98,79,6,No,Yes,Graduate,93.97
623,21,Female,79,11,45,96,5,No,Yes,Graduate,86.98
624,20,Female,83,22,94,65,5,No,Yes,High School,100.0
625,19,Male,71,20,87,76,9,No,Yes,Graduate,100.0
626,17,Female,52,5,88,46,1,Yes,Yes,Postgraduate,60.49
627,17,Male,55,19,58,99,9,Yes,No,High School,98.65
628,18,Male,64,22,42,37,6,Yes,Yes,High School,74.82
629,19,Female,76,27,57,43,4,Yes,Yes,Graduate,92.95
630,20,Male,59,28,78,85,10,No,Yes,Graduate,100.0
631,21,Female,58,19,48,50,7,No,Yes,Graduate,83.97
632,21,Female,82,30,91,37,9,Yes,Yes,Graduate,100.0
633,20,Male,81,15,51,58,5,Yes,Yes,High School,81.54
634,23,Male,97,30,44,47,5,No,Yes,Postgraduate,96.5
635,22,Male,55,16,42,36,8,No,Yes,Graduate,70.51
636,18,Male,90,24,50,55,7,No,Yes,High School,96.32
637,21,Female,85,9,96,53,8,Yes,Yes,High School,87.87
638,19,Female,51,4,69,81,10,Yes,Yes,Graduate,81.78
639,18,Female,78,15,43,56,2,No,No,Graduate,73.3
640,19,Male,53,25,44,67,9,No,Yes,Graduate,91.81
641,23,Male,50,12,40,66,3,Yes,No,Postgraduate,70.23
642,17,Male,68,23,66,98,6,Yes,No,High School,97.5
643,18,Female,75,3,67,73,6,Yes,Yes,Postgraduate,74.82
644,21,Male,74,23,68,76,2,Yes,Yes,Graduate,93.7
645,18,Female,59,14,57,43,7,No,No,Graduate,67.57
646,18,Male,64,17,51,59,9,No,Yes,Postgraduate,87.9
647,18,Female,71,19,52,36,10,No,Yes,Graduate,90.07
648,22,Female,100,6,80,53,1,Yes,Yes,High School,68.13
649,18,Male,97,4,41,54,8,Yes,Yes,Postgraduate,81.8
650,19,Male,70,7,76,51,2,Yes,Yes,Graduate,62.55
651,17,Female,71,30,84,37,1,No,Yes,Graduate,88.69
652,23,Female,85,19,55,85,8,No,Yes,Postgraduate,98.55
653,20,Male,83,17,87,60,2,No,Yes,Graduate,82.15
654,18,Male,79,25,63,90,6,Yes,Yes,Graduate,100.0
655,21,Female,74,16,74,98,6,Yes,Yes,Graduate,100.0
656,18,Male,94,15,61,42,5,No,No,Graduate,80.41
657,21,Female,77,22,75,71,8,Yes,Yes,High School,100.0
658,19,Female,50,8,50,61,3,No,Yes,Graduate,59.41
659,21,Male,98,19,94,79,10,No,No,High School,100.0
660,20,Male,94,8,97,38,4,No,Yes,Graduate,75.28
661,17,Male,53,18,85,71,7,No,Yes,Postgraduate,93.83
662,21,Male,56,28,68,67,7,Yes,No,High School,99.58
663,21,Male,98,16,74,65,8,Yes,No,High School,95.8
664,17,Female,58,20,87,89,2,Yes,Yes,High School,94.16
665,20,Female,85,19,93,46,2,Yes,Yes,Graduate,84.79
666,18,Male,68,10,54,45,4,Yes,No,Postgraduate,70.01
667,21,Male,50,17,99,66,10,Yes,Yes,Graduate,100.0
668,17,Male,59,13,70,91,9,No,Yes,High School,95.38
669,19,Female,85,13,81,72,10,Yes,Yes,Graduate,100.0
670,17,Male,58,7,80,94,9,Yes,Yes,Graduate,93.4
671,19,Male,94,27,82,53,4,Yes,Yes,High School,94.72
672,20,Female,95,10,55,90,9,No,Yes,Graduate,89.85
673,18,Female,91,2,49,48,3,Yes,Yes,High School,54.66
674,17,Male,81,4,88,67,5,No,Yes,Graduate,73.96
675,23,Male,81,25,71,44,10,Yes,Yes,High School,100.0
676,23,Male,55,6,90,98,9,Yes,Yes,High School,99.76
677,22,Female,97,24,41,98,6,Yes,Yes,Postgraduate,100.0
678,21,Male,87,18,63,96,3,No,No,Graduate,95.45
679,20,Male,66,23,62,77,10,No,Yes,High School,100.0
680,17,Male,59,6,41,93,9,Yes,Yes,Postgraduate,88.93
681,23,Female,99,29,77,86,6,Yes,Yes,Graduate,100.0
682,21,Female,76,30,70,53,4,Yes,Yes,High School,100.0
683,23,Male,99,25,90,55,4,No,No,Graduate,100.0
684,17,Male,84,23,79,56,8,No,Yes,Postgraduate,100.0
685,19,Female,70,17,65,43,7,Yes,Yes,Graduate,80.47
686,17,Female,74,14,68,43,1,No,Yes,High School,68.88
687,22,Female,77,24,42,61,6,No,Yes,Graduate,83.9
688,17,Female,96,11,97,51,8,No,Yes,Graduate,93.88
689,17,Female,64,26,53,78,3,No,Yes,Postgraduate,95.53
690,22,Female,53,19,64,79,9,Yes,No,High School,87.68
691,20,Female,78,30,87,42,10,Yes,Yes,Graduate,100.0
692,17,Female,58,2,40,52,2,No,Yes,High School,42.92
693,22,Female,76,28,92,67,6,No,Yes,Graduate,100.0
694,21,Male,75,3,42,35,1,No,Yes,Postgraduate,48.54
695,19,Male,68,11,93,40,2,Yes,Yes,High School,61.66
696,19,Male,77,6,65,75,5,Yes,Yes,High School,75.18
697,17,Female,66,29,57,89,1,No,Yes,Graduate,99.42
698,20,Male,92,14,48,39,8,No,Yes,Graduate,82.18
699,20,Female,90,19,77,93,1,No,Yes,High School,90.93
700,21,Female,91,26,62,52,9,No,Yes,Graduate,100.0
701,17,Male,99,16,60,83,10,Yes,Yes,Postgraduate,100.0
702,19,Female,69,21,96,99,3,Yes,Yes,Graduate,100.0
703,20,Male,94,22,40,88,2,Yes,Yes,Graduate,97.32
704,17,Male,89,24,60,95,1,Yes,Yes,High School,94.22
705,23,Male,88,7,66,42,9,Yes,Yes,Postgraduate,81.9
706,20,Female,98,30,81,37,4,Yes,Yes,High School,89.73
707,22,Male,72,27,98,59,1,No,Yes,High School,90.78
708,23,Female,96,8,45,89,1,No,Yes,High School,80.08
709,20,Male,81,19,94,74,7,Yes,Yes,Graduate,100.0
710,19,Male,96,20,83,84,2,Yes,No,Postgraduate,100.0
711,18,Male,82,16,75,67,7,Yes,Yes,High School,91.53
712,23,Female,95,22,67,52,7,No,Yes,Postgraduate,92.58
713,21,Female,54,27,84,91,10,No,Yes,Postgraduate,100.0
714,21,Female,92,7,56,50,9,No,Yes,Graduate,79.82
715,19,Male,97,9,98,72,7,No,Yes,Graduate,100.0
716,20,Male,83,13,79,75,1,Yes,Yes,High School,76.35
717,17,Female,89,1,97,41,8,No,Yes,High School,72.53
718,20,Female,60,29,91,87,8,Yes,Yes,Postgraduate,100.0
719,19,Female,99,8,42,97,4,No,Yes,Graduate,89.04
720,21,Female,52,24,51,66,8,No,Yes,High School,93.15
721,20,Female,82,22,78,72,4,No,Yes,Graduate,94.16
722,21,Female,60,4,51,56,8,No,No,Postgraduate,62.24
723,23,Male,65,3,41,50,5,Yes,No,Graduate,59.03
724,17,Female,67,27,95,86,4,Yes,Yes,High School,100.0
725,23,Male,79,3,85,63,6,Yes,No,Graduate,78.61
726,21,Male,97,22,61,50,2,Yes,Yes,Graduate,85.05
727,21,Female,59,13,62,51,2,Yes,Yes,High School,68.04
728,18,Female,67,8,69,98,2,Yes,Yes,High School,72.38
729,18,Male,87,7,44,47,9,Yes,Yes,Graduate,70.9
730,23,Female,68,27,48,90,10,No,Yes,Graduate,100.0
731,22,Female,85,1,60,39,3,Yes,No,High School,53.75
732,23,Male,62,27,50,46,10,No,Yes,High School,95.28
733,18,Male,95,16,44,75,4,Yes,Yes,High School,83.26
734,21,Male,52,6,74,37,10,No,Yes,High School,63.72
735,19,Female,59,7,66,67,8,Yes,Yes,High School,75.73
736,23,Male,87,12,88,84,4,No,Yes,Graduate,91.99
737,21,Female,50,23,41,90,10,Yes,Yes,Graduate,100.0
738,19,Male,76,9,63,43,10,Yes,Yes,Graduate,79.4
739,19,Male,95,27,70,84,7,Yes,No,Graduate,100.0
740,18,Male,57,11,72,63,5,Yes,No,High School,76.06
741,23,Female,100,10,78,73,9,No,Yes,Graduate,96.49
742,20,Female,95,21,69,79,4,Yes,Yes,High School,100.0
743,17,Male,91,1,85,51,3,Yes,Yes,High School,69.53
744,18,Male,66,18,76,90,2,No,Yes,High School,91.39
745,18,Male,58,4,90,80,1,Yes,Yes,Postgraduate,81.2
746,20,Female,55,5,67,48,6,No,Yes,High School,61.34
747,17,Male,92,9,99,57,10,No,Yes,Postgraduate,93.79
748,21,Female,74,27,70,95,2,Yes,Yes,High School,100.0
749,22,Male,88,17,50,57,8,Yes,Yes,Graduate,95.49
750,23,Male,98,3,62,61,6,No,No,Graduate,69.79
751,22,Male,77,16,96,88,5,Yes,Yes,High School,100.0
752,21,Male,82,5,41,44,2,No,No,High School,50.37
753,18,Male,86,16,79,50,7,Yes,Yes,Postgraduate,100.0
754,17,Male,58,3,80,75,2,Yes,Yes,Graduate,77.1
755,18,Female,67,20,66,89,5,No,Yes,High School,100.0
756,19,Male,70,15,74,95,2,Yes,Yes,High School,89.36
757,18,Female,51,30,41,83,10,Yes,Yes,Postgraduate,100.0
758,18,Male,92,3,78,86,2,Yes,Yes,Postgraduate,85.97
759,21,Male,87,20,76,36,7,No,Yes,Graduate,91.93
760,21,Female,89,14,60,84,9,Yes,Yes,High School,100.0
761,21,Male,85,16,97,77,5,No,No,Postgraduate,100.0
762,22,Female,99,29,44,42,7,Yes,Yes,High School,90.23
763,19,Female,92,29,91,93,4,No,Yes,Graduate,100.0
764,21,Male,86,17,84,99,2,Yes,Yes,Graduate,96.78
765,17,Female,64,28,60,46,3,Yes,Yes,High School,81.81
766,22,Female,77,24,68,38,2,No,No,Graduate,69.92
767,20,Male,67,20,59,75,5,Yes,Yes,Postgraduate,92.82
768,17,Female,83,23,100,41,6,No,Yes,Graduate,93.68
769,23,Male,71,18,77,64,7,Yes,Yes,High School,93.52
770,23,Male,60,18,59,40,3,No,Yes,High School,67.34
771,17,Male,62,22,89,53,4,Yes,Yes,High School,93.41
772,21,Male,53,14,64,44,8,No,Yes,High School,69.12
773,20,Female,71,18,41,50,4,Yes,No,Graduate,64.78
774,20,Male,56,15,96,71,7,No,No,Graduate,91.91
775,22,Male,92,15,71,66,6,No,Yes,High School,87.47
776,20,Female,73,6,65,81,7,Yes,Yes,High School,81.81
777,23,Male,53,27,45,77,1,No,Yes,High School,79.39
778,19,Male,77,15,80,70,3,No,Yes,Graduate,88.45
779,21,Female,64,18,96,60,6,Yes,Yes,Graduate,91.5
780,20,Female,50,4,42,44,3,Yes,Yes,Graduate,47.18
781,22,Female,52,23,72,65,7,Yes,No,Graduate,100.0
782,23,Female,63,8,40,63,9,Yes,Yes,Graduate,80.71
783,19,Female,87,15,90,39,3,Yes,Yes,Graduate,79.85
784,18,Female,99,3,44,35,1,Yes,Yes,High School,39.24
785,18,Female,50,30,52,37,10,No,Yes,Graduate,92.17
786,19,Male,87,15,58,69,6,No,Yes,High School,85.04
787,23,Female,87,13,51,49,1,No,Yes,High School,71.67
788,22,Female,70,9,87,64,1,Yes,Yes,Postgraduate,67.85
789,19,Female,97,2,64,77,8,Yes,Yes,High School,90.35
790,21,Male,78,24,96,94,9,No,Yes,Graduate,100.0
791,21,Male,54,8,90,74,2,No,Yes,Graduate,66.26
792,18,Female,98,29,74,99,9,Yes,Yes,High School,100.0
793,20,Female,59,30,51,63,5,No,Yes,High School,90.83
794,22,Female,77,20,69,53,8,Yes,Yes,Graduate,86.44
795,18,Male,70,17,44,37,7,Yes,No,High School,70.93
796,20,Male,99,13,73,70,7,No,Yes,High School,91.77
797,20,Female,56,1,61,77,4,Yes,No,Postgraduate,67.86
798,21,Male,52,2,78,49,2,Yes,Yes,Graduate,59.77
799,23,Female,94,30,52,75,5,Yes,Yes,High School,100.0
800,17,Male,96,15,96,70,3,Yes,Yes,High School,86.41
801,23,Male,69,12,86,67,9,No,Yes,Graduate,90.75
802,17,Female,68,14,93,39,6,Yes,Yes,High School,76.6
803,19,Female,84,25,42,48,1,Yes,Yes,High School,72.76
804,21,Female,53,29,99,81,3,No,Yes,Graduate,100.0
805,20,Female,54,2,92,88,4,Yes,Yes,High School,77.56
806,22,Male,50,18,59,38,9,Yes,Yes,Graduate,84.15
807,17,Male,53,22,70,43,6,No,Yes,Graduate,80.07
808,23,Male,61,7,44,87,4,No,Yes,High School,64.81
809,20,Female,76,29,63,94,1,Yes,Yes,High School,99.28
810,17,Male,91,23,79,80,8,Yes,Yes,Graduate,100.0
811,17,Female,72,29,93,88,2,No,Yes,Graduate,100.0
812,17,Male,74,25,72,71,8,Yes,Yes,High School,99.54
813,22,Female,70,6,47,57,6,Yes,Yes,High School,71.78
814,21,Female,73,14,63,61,8,Yes,Yes,Postgraduate,95.57
815,22,Male,74,8,89,95,6,No,Yes,High School,100.0
816,18,Female,94,27,59,85,5,Yes,Yes,Postgraduate,100.0
817,20,Female,95,22,99,84,5,No,Yes,High School,100.0
818,21,Male,81,2,55,53,10,No,Yes,High School,70.21
819,21,Female,81,17,89,35,10,No,No,Graduate,87.8
820,21,Female,54,5,91,74,8,No,Yes,High School,75.74
821,23,Female,85,14,51,66,7,Yes,Yes,High School,87.7
822,21,Male,95,25,52,56,8,No,Yes,High School,97.97
823,22,Male,91,24,84,74,8,Yes,Yes,Postgraduate,100.0
824,21,Female,98,30,81,72,7,No,Yes,High School,100.0
825,19,Male,91,29,78,82,2,No,Yes,Graduate,100.0
826,20,Female,88,20,64,89,9,Yes,Yes,Graduate,100.0
827,21,Female,65,21,85,89,7,No,Yes,Graduate,100.0
828,20,Female,82,29,71,85,6,No,Yes,Graduate,100.0
829,19,Female,98,21,63,94,9,Yes,Yes,High School,100.0
830,19,Female,70,22,87,42,1,No,Yes,High School,81.1
831,20,Male,58,3,86,43,2,No,Yes,High School,52.15
832,17,Female,55,5,83,36,1,No,Yes,High School,43.88
833,18,Male,100,16,48,93,10,Yes,Yes,High School,100.0
834,23,Male,94,18,79,53,3,No,Yes,High School,83.12
835,17,Female,84,26,89,62,5,Yes,Yes,Postgraduate,100.0
836,17,Female,88,17,62,48,1,Yes,Yes,Postgraduate,77.66
837,22,Male,71,11,89,58,4,Yes,Yes,High School,84.54
838,23,Male,90,17,52,78,8,No,Yes,High School,94.84
839,23,Male,54,16,99,90,6,No,Yes,High School,92.6
840,17,Female,91,26,98,85,1,No,Yes,High School,100.0
841,21,Male,72,23,71,66,1,No,Yes,High School,83.72
842,22,Female,66,2,89,84,3,Yes,Yes,Postgraduate,76.93
843,22,Female,61,4,54,75,10,Yes,Yes,High School,82.91
844,19,Female,72,21,75,59,8,No,Yes,High School,84.11
845,23,Male,65,7,88,95,8,No,Yes,High School,92.61
846,17,Female,52,2,44,76,3,Yes,Yes,Postgraduate,61.33
847,19,Female,79,30,61,99,7,No,Yes,Postgraduate,100.0
848,20,Female,71,6,55,70,3,No,Yes,Graduate,60.53
849,18,Female,58,17,80,43,4,No,Yes,Graduate,79.74
850,22,Female,78,7,49,70,9,No,Yes,High School,74.35
851,20,Male,96,25,63,72,4,No,Yes,High School,98.61
852,20,Female,86,5,57,67,3,No,Yes,Graduate,65.73
853,21,Female,72,5,88,76,5,Yes,Yes,Graduate,87.24
854,18,Male,62,20,57,95,7,Yes,Yes,High School,99.09
855,20,Female,81,16,46,80,5,Yes,Yes,High School,83.98
856,20,Male,95,19,43,95,4,Yes,Yes,Graduate,100.0
857,18,Female,96,9,65,52,8,No,Yes,High School,77.8
